,feature_num,comb_num,feature_comb,r2,mae,mpea,timecost
232,4,104,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",-0.9236,0.1819,0.0584,2.8236
233,4,105,"['date', 'CHN10', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",-9.9791,0.5495,0.1866,2.7579
234,4,106,"['date', 'CHN10', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",-2.5306,0.274,0.089,2.84
235,4,107,"['date', 'CHN10', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",-0.425,0.1646,0.0536,2.7523
236,4,108,"['date', 'CHN10', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",-16.728,0.703,0.2386,2.7299
237,4,109,"['date', 'CHN10', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",-0.1785,0.1694,0.0575,2.8
238,4,110,"['date', 'CHN10', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",-0.2542,0.154,0.05,2.8088
239,4,111,"['date', 'CHN10', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",-0.0316,0.1527,0.0505,2.7256
240,4,112,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-2.1783,0.2562,0.0893,2.84
241,4,113,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",-7.4931,0.4641,0.1595,3.4224
242,4,114,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",-0.749,0.1725,0.0554,3.3869
243,4,115,"['date', 'CHN10', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",-3.2041,0.3266,0.1121,3.5029
244,4,116,"['date', 'CHN10', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",-0.8551,0.1779,0.0571,3.6087
245,4,117,"['date', 'CHN10', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",-0.7136,0.177,0.057,3.2252
246,4,118,"['date', 'CHN10', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",-7.8835,0.5,0.1692,3.2349
247,4,119,"['date', 'CHN10', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",-0.1888,0.1464,0.0474,3.2994
248,4,120,"['date', 'CHN10', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",-1.0349,0.1891,0.0607,3.3641
249,4,121,"['date', 'CHN10', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",-1.2435,0.213,0.0689,3.3042
250,4,122,"['date', 'CHN10', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",-1.0863,0.2248,0.077,3.7659
251,4,123,"['date', 'CHN10', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",-0.5846,0.1964,0.0661,2.8835
252,4,124,"['date', 'CHN10', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",-1.0432,0.1997,0.065,2.7519
253,4,125,"['date', 'CHN10', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",-1.088,0.1914,0.0615,2.9265
254,4,126,"['date', 'CHN10', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-0.2754,0.153,0.0496,2.8783
255,5,1,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU']",-12.7543,0.5896,0.2004,2.9868
256,5,2,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN']",-9.8574,0.5438,0.1842,3.2301
257,5,3,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'ERSHOU']",-11.5257,0.577,0.1974,3.2328
258,5,4,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'SPOT']",-27.5323,0.8464,0.2905,3.2809
259,5,5,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'IRBOND']",-0.4624,0.1602,0.0517,3.2906
260,5,6,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN']",-6.6379,0.4328,0.1458,3.4118
261,5,7,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU']",-13.1974,0.6126,0.2093,3.342
262,5,8,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'SPOT']",-33.9659,0.9496,0.3254,3.218
263,5,9,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'IRBOND']",-3.3219,0.3199,0.11,3.3347
264,5,10,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU']",-11.7412,0.562,0.1905,3.3299
265,5,11,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'SPOT']",-19.5806,0.7507,0.2547,3.4086
266,5,12,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'IRBOND']",-1.2059,0.2081,0.0726,3.3192
267,5,13,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'ERSHOU', 'SPOT']",-26.682,0.8651,0.2952,2.8
268,5,14,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'ERSHOU', 'IRBOND']",0.0491,0.117,0.0401,2.8766
269,5,15,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'SPOT', 'IRBOND']",-0.3045,0.169,0.0583,2.8
270,5,16,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN']",-11.2696,0.5786,0.1964,2.8732
271,5,17,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU']",-18.1873,0.6992,0.2362,2.8647
272,5,18,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'SPOT']",-19.5395,0.7305,0.25,2.8376
273,5,19,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'IRBOND']",-1.4202,0.2116,0.0721,2.7754
274,5,20,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU']",-2.09,0.2601,0.0901,2.949
275,5,21,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'SPOT']",-26.5637,0.7822,0.2687,2.8078
276,5,22,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'IRBOND']",-0.2541,0.173,0.0584,2.78
277,5,23,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'ERSHOU', 'SPOT']",-28.7263,0.8633,0.2961,2.8663
278,5,24,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'ERSHOU', 'IRBOND']",-3.2837,0.3198,0.1098,2.8698
279,5,25,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'SPOT', 'IRBOND']",0.1422,0.1288,0.0423,2.8402
280,5,26,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-6.6891,0.45,0.1519,2.8834
281,5,27,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'SPOT']",-20.3505,0.7502,0.2568,2.8785
282,5,28,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'IRBOND']",-0.6389,0.1705,0.0549,2.8295
283,5,29,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'ERSHOU', 'SPOT']",-26.0485,0.865,0.2943,2.8077
284,5,30,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'ERSHOU', 'IRBOND']",-0.2638,0.1572,0.0516,2.8085
285,5,31,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'SPOT', 'IRBOND']",-1.2006,0.2236,0.0772,2.8101
286,5,32,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU', 'SPOT']",-32.6536,0.9188,0.3148,2.8149
287,5,33,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU', 'IRBOND']",-2.5668,0.2679,0.0922,2.7697
288,5,34,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'SPOT', 'IRBOND']",-0.9513,0.1841,0.0591,3.0608
289,5,35,"['date', 'CHN10', 'INDU', 'PPI', 'ERSHOU', 'SPOT', 'IRBOND']",-1.1328,0.1973,0.0637,2.8425
290,5,36,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN']",-2.9991,0.2966,0.1029,2.88
291,5,37,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU']",-3.7622,0.3517,0.1188,2.8538
292,5,38,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'SPOT']",-7.5296,0.4609,0.1533,2.8848
293,5,39,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'IRBOND']",-1.9739,0.2535,0.0828,2.8646
294,5,40,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU']",-0.3702,0.1755,0.0585,3.008
295,5,41,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'SPOT']",-5.2617,0.3104,0.1062,3.035
296,5,42,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'IRBOND']",-1.6317,0.1873,0.0599,2.749
297,5,43,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'ERSHOU', 'SPOT']",-8.834,0.5119,0.1707,3.1164
298,5,44,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'ERSHOU', 'IRBOND']",-0.7579,0.1782,0.0576,2.9595
299,5,45,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'SPOT', 'IRBOND']",-0.8972,0.1978,0.0646,2.7407
300,5,46,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-4.2969,0.3177,0.1039,2.9063
301,5,47,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT']",-21.442,0.7884,0.2685,3.4404
302,5,48,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",-3.6062,0.3243,0.1059,3.3162
303,5,49,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",-3.8165,0.355,0.1209,3.3764
304,5,50,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",-5.1128,0.383,0.1266,3.2927
305,5,51,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",-0.9977,0.1903,0.0616,3.4499
306,5,52,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",-3.2177,0.2912,0.0962,3.3707
307,5,53,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",-1.2134,0.2054,0.0663,3.2648
308,5,54,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",-0.7279,0.1859,0.0606,3.2441
309,5,55,"['date', 'CHN10', 'INDU', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",-0.1321,0.1667,0.0564,3.5732
310,5,56,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-16.5807,0.5986,0.197,2.9253
311,5,57,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",-13.5236,0.64,0.217,2.8726
312,5,58,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",-1.1065,0.1704,0.0552,2.9299
313,5,59,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",-32.9927,0.9214,0.3165,2.9247
314,5,60,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",-1.2565,0.219,0.0718,2.7908
315,5,61,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",-1.4499,0.2159,0.0696,2.8001
316,5,62,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",-25.7471,0.686,0.2225,2.7942
317,5,63,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",-3.5596,0.3147,0.1084,2.795
318,5,64,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",-0.8469,0.1794,0.0576,2.8478
319,5,65,"['date', 'CHN10', 'INDU', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",-2.4841,0.2949,0.0985,2.7964
320,5,66,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",-3.5994,0.2989,0.1044,2.8496
321,5,67,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",-0.2831,0.1516,0.049,2.7844
322,5,68,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",-1.1515,0.1943,0.0624,2.8808
323,5,69,"['date', 'CHN10', 'INDU', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",-0.052,0.1507,0.0497,2.7828
324,5,70,"['date', 'CHN10', 'INDU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-2.0903,0.2505,0.0811,2.8333
325,5,71,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN']",-11.8328,0.5649,0.1942,2.7853
326,5,72,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU']",-12.0305,0.5759,0.1977,2.7624
327,5,73,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'SPOT']",-24.2993,0.7937,0.2725,2.8529
328,5,74,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'IRBOND']",-0.8464,0.1765,0.0567,2.8272
329,5,75,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU']",-14.4133,0.6278,0.2154,2.7451
330,5,76,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'SPOT']",-30.4998,0.9092,0.311,2.8156
331,5,77,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'IRBOND']",-3.1443,0.3128,0.1024,3.3404
332,5,78,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'SPOT']",-16.7078,0.7058,0.2397,3.4199
333,5,79,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'IRBOND']",-0.3697,0.1557,0.0503,3.3121
334,5,80,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'SPOT', 'IRBOND']",-6.5265,0.4235,0.1461,3.2323
335,5,81,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-3.0329,0.2978,0.1003,3.4071
336,5,82,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT']",-18.9989,0.7365,0.2513,3.3986
337,5,83,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",-2.4834,0.2903,0.0968,3.2607
338,5,84,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",-33.2698,0.9307,0.3191,3.6607
339,5,85,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",-6.0541,0.4041,0.1396,3.7361
340,5,86,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",-0.4437,0.1591,0.0514,2.8191
341,5,87,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",-18.2052,0.7264,0.2473,2.9149
342,5,88,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",-19.8343,0.7433,0.2542,2.8268
343,5,89,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",0.0201,0.1446,0.0487,2.754
344,5,90,"['date', 'CHN10', 'PPI', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",-0.1672,0.1629,0.0539,2.9675
345,5,91,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-10.8614,0.551,0.189,2.7712
346,5,92,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",-30.6452,0.9062,0.3101,2.927
347,5,93,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",-1.3091,0.2279,0.0779,2.8164
348,5,94,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",-18.6588,0.7118,0.2442,2.8466
349,5,95,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",-0.4891,0.1605,0.0518,2.9162
350,5,96,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",-3.2995,0.311,0.1014,2.7803
351,5,97,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",-28.0845,0.8786,0.3001,2.994
352,5,98,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",-10.3072,0.518,0.1786,2.8351
353,5,99,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",-3.8889,0.3362,0.1099,2.872
354,5,100,"['date', 'CHN10', 'PPI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",-0.909,0.1925,0.0622,2.7913
355,5,101,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",-16.1492,0.6665,0.2277,2.8418
356,5,102,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",-0.1331,0.1635,0.0543,2.9359
357,5,103,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",-2.2483,0.277,0.0938,2.8166
358,5,104,"['date', 'CHN10', 'PPI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",-2.0554,0.2737,0.0928,2.7615
359,5,105,"['date', 'CHN10', 'PPI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-0.8096,0.1765,0.0567,2.9309
360,5,106,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-4.7914,0.3916,0.1335,2.7983
361,5,107,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",-11.5867,0.5762,0.1969,3.3199
362,5,108,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",-1.2275,0.1992,0.0641,3.4207
363,5,109,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",-8.0362,0.5033,0.1701,3.3119
364,5,110,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",-0.848,0.221,0.0745,3.2647
365,5,111,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",-3.2116,0.3077,0.1003,3.3624
366,5,112,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",-9.9998,0.5372,0.184,3.3049
367,5,113,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",0.4444,0.1059,0.0346,3.305
368,5,114,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",-0.1102,0.1504,0.0493,3.2999
369,5,115,"['date', 'CHN10', 'PMI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",-1.1515,0.1957,0.0629,3.3216
370,5,116,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",-7.5414,0.4615,0.1539,3.4628
371,5,117,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",-1.5335,0.231,0.075,3.3879
372,5,118,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",-0.4401,0.1593,0.0514,2.8632
373,5,119,"['date', 'CHN10', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",-1.537,0.2184,0.0704,2.7203
374,5,120,"['date', 'CHN10', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-3.2444,0.3213,0.1053,2.8652
375,5,121,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",-2.7785,0.2856,0.0993,2.7823
376,5,122,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",-1.8216,0.2518,0.0821,2.7835
377,5,123,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",-1.2439,0.2045,0.0659,2.8335
378,5,124,"['date', 'CHN10', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",-1.6592,0.2298,0.0743,2.9401
379,5,125,"['date', 'CHN10', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-0.3542,0.1608,0.0523,2.8071
380,5,126,"['date', 'CHN10', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-1.596,0.2207,0.0711,2.846
381,6,1,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN']",-11.3965,0.5684,0.1947,2.8793
382,6,2,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU']",-7.9148,0.417,0.1446,2.753
383,6,3,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'SPOT']",-40.5965,1.0493,0.3584,2.7686
384,6,4,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'IRBOND']",-2.4585,0.2537,0.0837,2.8994
385,6,5,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU']",-7.5318,0.4734,0.1622,2.911
386,6,6,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'SPOT']",-21.2875,0.768,0.2626,2.8166
387,6,7,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'IRBOND']",-0.0801,0.161,0.0541,2.7999
388,6,8,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'SPOT']",-23.0384,0.7879,0.2692,2.8121
389,6,9,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'IRBOND']",-2.0876,0.2799,0.0942,2.9206
390,6,10,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'SPOT', 'IRBOND']",-0.0002,0.1563,0.0523,2.9043
391,6,11,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-13.5165,0.4784,0.1589,3.3203
392,6,12,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT']",-37.9825,1.0293,0.3507,3.4631
393,6,13,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",-6.1848,0.416,0.141,3.3697
394,6,14,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",-38.8093,1.0133,0.3473,3.2401
395,6,15,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",-1.6523,0.2583,0.0876,3.3815
396,6,16,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",-12.1731,0.5576,0.1891,3.4728
397,6,17,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",-29.1936,0.8906,0.3036,3.3253
398,6,18,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",-1.3311,0.2182,0.0707,3.3606
399,6,19,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",-1.1575,0.2046,0.0675,3.7272
400,6,20,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",-0.7915,0.1917,0.0654,3.5464
401,6,21,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",-10.8971,0.5587,0.1913,3.674
402,6,22,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",-30.3748,0.8875,0.3045,2.8602
403,6,23,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",-0.0852,0.1459,0.0506,2.7552
404,6,24,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",-11.4119,0.5607,0.1907,2.7967
405,6,25,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",-6.4421,0.4173,0.1439,2.8552
406,6,26,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",-10.9464,0.5449,0.1872,2.845
407,6,27,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",-32.6468,0.9477,0.3236,2.8717
408,6,28,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",-4.1326,0.3551,0.1215,2.8721
409,6,29,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",-0.1761,0.1542,0.0504,2.8099
410,6,30,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",-1.8007,0.2591,0.0887,2.8149
411,6,31,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",-15.4403,0.6412,0.2158,2.8641
412,6,32,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",-0.7397,0.1725,0.0554,2.9671
413,6,33,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",-2.5378,0.2047,0.0676,2.7791
414,6,34,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",0.1064,0.1426,0.0482,2.8657
415,6,35,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",-6.495,0.426,0.1456,2.8767
